chrom_PE	start_PE	stop_PE	ID	gene	chrom_region	start_region	stop_region	MIM.Number	total_gene_name	Phenotypes	genetic.category	gene.score	syndromic
chr2	84450742	84450860	NMD_in	SUCLG1	chr2	84449752	84459172	611224	SUCLG1, SUCLA1, MTDPS9	Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria), 245400 (3), Autosomal recessive	NA	NA	NA
chr2	85543297	85543382	NMD_in	MAT2A	chr2	85543034	85543669	601468	MAT2A, MATA2, SAMS2	NA	NA	NA	NA
chr2	85557944	85558206	NMD_in	GGCX	chr2	85556260	85558439	137167	GGCX, VKCFD1	Vitamin K-dependent clotting factors, combined deficiency of, 1, 277450 (3), Autosomal recessive; Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency, 610842 (3)	NA	NA	NA
chr2	86460778	86460830	NMD_in	KDM3A	chr2	86457071	86464052	611512	KDM3A, JMJD1A, JHDM2A, TSGA, KIAA0742	NA	NA	NA	NA
chr2	86488684	86488763	NMD_in	KDM3A	chr2	86485859	86489317	611512	KDM3A, JMJD1A, JHDM2A, TSGA, KIAA0742	NA	NA	NA	NA
chr2	86619451	86619567	NMD_in	RNF103	chr2	86612274	86620329	602507	RNF103, ZFP103, KF1	NA	NA	NA	NA
chr2	96264106	96264153	NMD_in	TMEM127	chr2	96254997	96265137	613403	TMEM127	{Pheochromocytoma, susceptibility to}, 171300 (3), Autosomal dominant	NA	NA	NA
chr2	99424773	99424899	NMD_in	REV1	chr2	99424280	99429839	606134	REV1L, REV1	NA	NA	NA	NA
chr2	102735935	102736561	NMD_in	MFSD9	chr2	102732409	102736645	NA	NA	NA	NA	NA	NA
chr2	106101803	106101843	NMD_in	UXS1	chr2	106101118	106104793	609749	UXS1, UGD	NA	NA	NA	NA
chr2	111803125	111803184	NMD_in	ANAPC1	chr2	111802506	111803447	608473	ANAPC1, APC1	Rothmund-Thomson syndrome, type 1, 618625 (3), Autosomal recessive	NA	NA	NA
chr2	112483804	112484039	NMD_in	TTL	chr2	112482501	112485916	608291	TTL	NA	NA	NA	NA
chr2	112652889	112652947	NMD_in	SLC20A1	chr2	112652798	112657121	137570	SLC20A1, GLVR1	NA	NA	NA	NA
chr2	115162162	115162271	NMD_in	DPP10	chr2	114442838	115309238	608209	DPP10, DPRP3, KIAA1492	NA	Rare Single Gene Mutation	2	0
chr2	119320351	119320486	NMD_in	C2orf76	chr2	119317503	119321153	NA	NA	NA	NA	NA	NA
chr2	120985189	120985204	NMD_in	GLI2	chr2	120984743	120986277	165230	GLI2, HPE9, CJS	Culler-Jones syndrome, 615849 (3), Autosomal dominant; Holoprosencephaly 9, 610829 (3), Autosomal dominant	NA	NA	NA
chr2	121758372	121758579	NMD_in	TSN	chr2	121757333	121758709	600575	TSN	NA	NA	NA	NA
chr2	127105405	127105497	NMD_in	BIN1	chr2	127076706	127106859	601248	BIN1, AMPHL, CNM2	Centronuclear myopathy 2, 255200 (3), Autosomal recessive	NA	NA	NA
chr2	127764166	127764273	NMD_in	WDR33	chr2	127763159	127764827	618082	WDR33, WDC146	NA	NA	NA	NA
chr2	127868504	127868575	NMD_in	AMMECR1L	chr2	127866996	127869453	NA	NA	NA	NA	NA	NA
chr2	130341310	130341406	NMD_in	CCDC115	chr2	130341039	130341666	613734	CCDC115, CCP1, CDG2O	Congenital disorder of glycosylation, type IIo, 616828 (3), Autosomal recessive	NA	NA	NA
chr2	132651211	132651300	NMD_in	LYPD1	chr2	132646280	132668399	610450	LYPD1, PHTS	NA	NA	NA	NA
chr2	134945889	134945975	NMD_in	CCNT2	chr2	134942674	134946100	603862	CCNT2	NA	NA	NA	NA
chr2	135391359	135391460	NMD_in	ZRANB3	chr2	135390820	135504328	615655	ZRANB3	NA	NA	NA	NA
chr2	135633696	135633828	NMD_in	R3HDM1	chr2	135632001	135635889	619474	R3HDM1, KIAA0029	NA	NA	NA	NA
chr2	135647338	135647398	NMD_in	R3HDM1	chr2	135645527	135649901	619474	R3HDM1, KIAA0029	NA	NA	NA	NA
chr2	138554438	138554534	NMD_in	SPOPL	chr2	138552681	138559021	NA	NA	NA	NA	NA	NA
chr2	143162302	143162464	NMD_in	ARHGAP15	chr2	143155655	143202133	610578	ARHGAP15, BM046	NA	NA	NA	NA
chr2	144457323	144457530	NMD_in	ZEB2	chr2	144430026	144517277	605802	ZEB2, ZFHX1B, SMADIP1, SIP1	Mowat-Wilson syndrome, 235730 (3), Autosomal dominant	NA	NA	NA
chr2	152714550	152714629	NMD_in	PRPF40A	chr2	152694622	152715994	612941	PRPF40A, HYPA, FNBP3, FBP11	NA	NA	NA	NA
chr2	152719197	152719362	NMD_in	ARL6IP6	chr2	152719024	152720532	616495	ARL6IP6, AIP6	NA	NA	NA	NA
chr2	158533438	158533534	NMD_in	PKP4	chr2	158533316	158577270	604276	PKP4	NA	NA	NA	NA
chr2	158624051	158624176	NMD_in	PKP4	chr2	158621421	158624877	604276	PKP4	NA	NA	NA	NA
chr2	161207228	161207304	NMD_in	TANK	chr2	161204793	161223914	603893	TANK, ITRAF	NA	NA	NA	NA
chr2	161867875	161867945	NMD_in	SLC4A10	chr2	161863062	161872292	605556	SLC4A10	NA	Rare Single Gene Mutation, Genetic Association	2	0
chr2	161902028	161902164	NMD_in	SLC4A10	chr2	161901011	161904003	605556	SLC4A10	NA	Rare Single Gene Mutation, Genetic Association	2	0
chr2	162196674	162196755	NMD_in	FAP	chr2	162194748	162198756	600403	FAP, FAPA	NA	NA	NA	NA
chr2	162300220	162300282	NMD_in	IFIH1	chr2	162293668	162306708	606951	IFIH1, MDA5, AGS7, SGMRT1, IMD95	Immunodeficiency 95, 619773 (3), Autosomal recessive; Aicardi-Goutieres syndrome 7, 615846 (3), Autosomal dominant; Singleton-Merten syndrome 1, 182250 (3), Autosomal dominant	NA	NA	NA
chr2	165328404	165328538	NMD_in	SCN2A	chr2	165326984	165331329	182390	SCN2A, SCN2A1, BFIC3, DEE11, BFIS3, BFNIS, EA9	Seizures, benign familial infantile, 3, 607745 (3), Autosomal dominant; Developmental and epileptic encephalopathy 11, 613721 (3), Autosomal dominant; Episodic ataxia, type 9, 618924 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Functional	1	0
chr2	165357774	165357857	NMD_in	SCN2A	chr2	165354671	165365142	182390	SCN2A, SCN2A1, BFIC3, DEE11, BFIS3, BFNIS, EA9	Seizures, benign familial infantile, 3, 607745 (3), Autosomal dominant; Developmental and epileptic encephalopathy 11, 613721 (3), Autosomal dominant; Episodic ataxia, type 9, 618924 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Functional	1	0
chr2	165572554	165572587	NMD_in	CSRNP3	chr2	165517961	165595042	NA	NA	NA	NA	NA	NA
chr2	166007230	166007293	NMD_in	SCN1A	chr2	166002753	166009718	182389	SCN1A, GEFSP2, SMEI, FEB3A, DEE6A, DRVT, FHM3, DEE6B	Developmental and epileptic encephalopathy 6B, non-Dravet, 619317 (3), Autosomal dominant; Migraine, familial hemiplegic, 3, 609634 (3), Autosomal dominant; Dravet syndrome, 607208 (3), Autosomal dominant; Febrile seizures, familial, 3A, 604403 (3), Autosomal dominant; Generalized epilepsy with febrile seizures plus, type 2, 604403 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	1	0
chr2	166058910	166059096	NMD_in	SCN1A	chr2	166058688	166073357	182389	SCN1A, GEFSP2, SMEI, FEB3A, DEE6A, DRVT, FHM3, DEE6B	Developmental and epileptic encephalopathy 6B, non-Dravet, 619317 (3), Autosomal dominant; Migraine, familial hemiplegic, 3, 609634 (3), Autosomal dominant; Dravet syndrome, 607208 (3), Autosomal dominant; Febrile seizures, familial, 3A, 604403 (3), Autosomal dominant; Generalized epilepsy with febrile seizures plus, type 2, 604403 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	1	0
chr2	170013841	170013972	NMD_in	UBR3	chr2	170008940	170015280	613831	UBR3	NA	NA	NA	NA
chr2	170842569	170842654	NMD_in	GAD1	chr2	170836883	170844044	605363	GAD1, SCP, DEE89	Developmental and epileptic encephalopathy 89, 619124 (3), Autosomal recessive	NA	NA	NA
chr2	171022872	171023129	NMD_in	TLK1	chr2	171014948	171028338	608438	TLK1, KIAA0137	NA	NA	NA	NA
chr2	171081640	171081708	NMD_in	TLK1	chr2	171061156	171082780	608438	TLK1, KIAA0137	NA	NA	NA	NA
chr2	171848173	171848276	NMD_in	SLC25A12	chr2	171844508	171855833	603667	SLC25A12, ARALAR, DEE39	Developmental and epileptic encephalopathy 39, 612949 (3), Autosomal recessive	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	2	0
chr2	172072351	172072454	NMD_in	METAP1D	chr2	172071070	172077796	610267	METAP1D, MAP1D	NA	NA	NA	NA
chr2	173914458	173914579	NMD_in	SP3	chr2	173913266	173918592	601804	SP3	NA	NA	NA	NA
chr2	174875788	174875865	NMD_in	CHN1	chr2	174846957	174877839	118423	CHN1, CHN, ARHGAP2, RHOGAP2, DURS2	Duane retraction syndrome 2, 604356 (3), Autosomal dominant	NA	NA	NA
chr2	174973904	174973919	NMD_in	CHN1	chr2	174952202	175004893	118423	CHN1, CHN, ARHGAP2, RHOGAP2, DURS2	Duane retraction syndrome 2, 604356 (3), Autosomal dominant	NA	NA	NA
chr2	176288880	176289019	NMD_in	MTX2	chr2	176269669	176296859	608555	MTX2, MDPS	Mandibuloacral dysplasia progeroid syndrome, 619127 (3), Autosomal recessive	NA	NA	NA
chr2	177393652	177393986	NMD_in	AGPS	chr2	177393049	177420268	603051	AGPS, ADHAPS, RCDP3	Rhizomelic chondrodysplasia punctata, type 3, 600121 (3), Autosomal recessive	NA	NA	NA
chr2	178344732	178344830	NMD_in	OSBPL6	chr2	178339764	178349223	606734	OSBPL6, ORP6	NA	NA	NA	NA
chr2	178473029	178473142	NMD_in	FKBP7	chr2	178469785	178477061	607062	FKBP7, FKBP23	NA	NA	NA	NA
chr2	182755612	182755694	NMD_in	DNAJC10	chr2	182755104	182756313	607987	DNAJC10, ERDJ5, JPDI	NA	NA	NA	NA
chr2	189456356	189456469	NMD_in	WDR75	chr2	189455444	189457310	NA	NA	NA	NA	NA	NA
chr2	190898417	190898531	NMD_in	GLS	chr2	190895725	190900563	138280	GLS, GLS1, DEE71, CASGID, GDPAG	Global developmental delay, progressive ataxia, and elevated glutamine, 618412 (3), Autosomal recessive; ?Infantile cataract, skin abnormalities, glutamate excess, and impaired intellectual development, 618339 (3), Autosomal dominant; Developmental and epileptic encephalopathy 71, 618328 (3), Autosomal recessive	NA	NA	NA
chr2	190913192	190913363	NMD_in	GLS	chr2	190910321	190921023	138280	GLS, GLS1, DEE71, CASGID, GDPAG	Global developmental delay, progressive ataxia, and elevated glutamine, 618412 (3), Autosomal recessive; ?Infantile cataract, skin abnormalities, glutamate excess, and impaired intellectual development, 618339 (3), Autosomal dominant; Developmental and epileptic encephalopathy 71, 618328 (3), Autosomal recessive	NA	NA	NA
chr2	190919627	190919676	NMD_in	GLS	chr2	190910321	190921023	138280	GLS, GLS1, DEE71, CASGID, GDPAG	Global developmental delay, progressive ataxia, and elevated glutamine, 618412 (3), Autosomal recessive; ?Infantile cataract, skin abnormalities, glutamate excess, and impaired intellectual development, 618339 (3), Autosomal dominant; Developmental and epileptic encephalopathy 71, 618328 (3), Autosomal recessive	NA	NA	NA
chr2	190920214	190920247	NMD_in	GLS	chr2	190910321	190921023	138280	GLS, GLS1, DEE71, CASGID, GDPAG	Global developmental delay, progressive ataxia, and elevated glutamine, 618412 (3), Autosomal recessive; ?Infantile cataract, skin abnormalities, glutamate excess, and impaired intellectual development, 618339 (3), Autosomal dominant; Developmental and epileptic encephalopathy 71, 618328 (3), Autosomal recessive	NA	NA	NA
chr2	197418896	197418951	NMD_in	SF3B1	chr2	197418588	197420427	605590	SF3B1, SF3B155, SAP155, MDS	Myelodysplastic syndrome, somatic, 614286 (3)	Rare Single Gene Mutation	2	0
chr2	201022059	201022114	NMD_in	FAM126B	chr2	201017170	201022830	NA	NA	NA	NA	NA	NA
chr2	201397163	201397207	NMD_in	TRAK2	chr2	201395444	201397501	607334	TRAK2, GRIF1, ALS2CR3, KIAA0549, OIP98	NA	NA	NA	NA
chr2	201693365	201693444	NMD_in	MPP4	chr2	201693029	201693875	606575	MPP4, DLG6	NA	NA	NA	NA
chr2	202278212	202278329	NMD_in	NOP58	chr2	202278002	202282350	616742	NOP58, NOP5	NA	NA	NA	NA
chr2	203390108	203390146	NMD_in	ABI2	chr2	203382206	203391045	606442	ABI2, AIP1	NA	NA	NA	NA
chr2	205702894	205703090	NMD_in	NRP2	chr2	205697721	205716192	602070	NRP2, VEGF1265R2, NPN2	NA	Rare Single Gene Mutation, Genetic Association	2	0
chr2	206126072	206126169	NMD_in	NDUFS1	chr2	206124276	206126538	157655	NDUFS1, MC1DN5	Mitochondrial complex I deficiency, nuclear type 5, 618226 (3), Autosomal recessive	NA	NA	NA
chr2	206291981	206292116	NMD_in	ZDBF2	chr2	206281909	206297245	617059	ZDBF2, KIAA1571	NA	NA	NA	NA
chr2	207576631	207576693	NMD_in	CREB1	chr2	207575454	207577504	123810	CREB1	Histiocytoma, angiomatoid fibrous, somatic, 612160 (3)	NA	NA	NA
chr2	207620732	207620789	NMD_in	METTL21A	chr2	207613443	207621805	615257	METTL21A, FAM119A	NA	NA	NA	NA
chr2	208186608	208186778	NMD_in	C2orf80	chr2	208185032	208186945	615536	C2orf80, GONDA1	NA	NA	NA	NA
chr2	208334415	208334503	NMD_in	PIKFYVE	chr2	208333493	208335305	609414	PIKFYVE, PIP5K3	Corneal fleck dystrophy, 121850 (3), Autosomal dominant	NA	NA	NA
chr2	214533996	214534145	NMD_in	VWC2L	chr2	214436758	214575671	619794	VWC2L	NA	NA	NA	NA
chr2	219308385	219308479	NMD_in	PTPRN	chr2	219307842	219309217	601773	PTPRN, IA2	NA	NA	NA	NA
chr2	219444025	219444059	NMD_in	SPEG	chr2	219435365	219444652	615950	SPEG, APEG1, CNM5	Centronuclear myopathy 5, 615959 (3), Autosomal recessive	NA	NA	NA
chr2	219542698	219542845	NMD_in	CHPF	chr2	219542189	219543224	610405	CHPF, CSS2	NA	NA	NA	NA
chr2	222623390	222623460	NMD_in	FARSB	chr2	222619737	222623649	609690	FARSB, FARSLB, RILDBC1	Rajab interstitial lung disease with brain calcifications 1, 613658 (3), Autosomal recessive	NA	NA	NA
chr2	223763765	223763944	NMD_in	AP1S3	chr2	223758750	223765212	615781	AP1S3, PSORS15	{Psoriasis 15, pustular, susceptibility to}, 616106 (3), Autosomal dominant	NA	NA	NA
chr2	224556295	224556420	NMD_in	CUL3	chr2	224535641	224557658	603136	CUL3, PHA2E, NEDAUS	Neurodevelopmental disorder with or without autism or seizures, 619239 (3), Autosomal dominant; Pseudohypoaldosteronism, type IIE, 614496 (3), Autosomal dominant	Rare Single Gene Mutation, Genetic Association, Functional	1	0
chr2	224834461	224834621	NMD_in	DOCK10	chr2	224834263	224837761	611518	DOCK10, KIAA0694, ZIZ3	NA	NA	NA	NA
chr2	224837311	224837356	NMD_in	DOCK10	chr2	224834263	224837761	611518	DOCK10, KIAA0694, ZIZ3	NA	NA	NA	NA
chr2	227348309	227348404	NMD_in	MFF	chr2	227347384	227352513	614785	MFF, C2orf33, EMPF2	Encephalopathy due to defective mitochondrial and peroxisomal fission 2, 617086 (3), Autosomal recessive	NA	NA	NA
chr2	228148654	228148732	NMD_in	SPHKAP	chr2	228132085	228181566	611646	SPHKAP, SKIP, KIAA1678	NA	NA	NA	NA
chr2	230810652	230810846	NMD_in	CAB39	chr2	230810322	230814048	612174	CAB39	NA	NA	NA	NA
chr2	231152717	231152811	NMD_in	PSMD1	chr2	231146356	231153563	617842	PSMD1	NA	NA	NA	NA
chr2	232039838	232039953	NMD_in	DIS3L2	chr2	232030080	232087486	614184	DIS3L2, PRLMNS	Perlman syndrome, 267000 (3), Autosomal recessive	NA	NA	NA
chr2	232551092	232551218	NMD_in	EIF4E2	chr2	232550744	232556415	605895	EIF4E2, EIF4EL3, 4EHP	NA	NA	NA	NA
chr2	232735753	232735941	NMD_in	GIGYF2	chr2	232735238	232747614	612003	GIGYF2, KIAA0642, PARK11	{Parkinson disease 11}, 607688 (3)	Rare Single Gene Mutation	1	0
chr2	232755577	232755598	NMD_in	GIGYF2	chr2	232749082	232756222	612003	GIGYF2, KIAA0642, PARK11	{Parkinson disease 11}, 607688 (3)	Rare Single Gene Mutation	1	0
chr2	233491032	233491071	NMD_in	USP40	chr2	233489483	233491166	610570	USP40	NA	NA	NA	NA
chr2	238433778	238433953	NMD_in	ASB1	chr2	238433695	238435710	605758	ASB1	NA	NA	NA	NA
chr2	241667975	241668045	NMD_in	ATG4B	chr2	241666838	241668142	611338	ATG4B, APG4B, KIAA0943	NA	NA	NA	NA
chr20	2467192	2467315	NMD_in	SNRPB	chr20	2465819	2467606	182282	SNRPB, CCMS	Cerebrocostomandibular syndrome, 117650 (3), Autosomal dominant	NA	NA	NA
chr20	2657373	2657488	NMD_in	NOP56	chr20	2657218	2657928	614154	NOP56, SCA36	Spinocerebellar ataxia 36, 614153 (3), Autosomal dominant	NA	NA	NA
chr20	2738614	2738740	NMD_in	EBF4	chr20	2709642	2748548	609935	EBF4, KIAA1442	NA	NA	NA	NA
chr20	2999331	2999425	NMD_in	PTPRA	chr20	2988474	3005055	176884	PTPRA, PTPA, PTPRL2, LRP	NA	NA	NA	NA
chr20	3193195	3193782	NMD_in	DDRGK1	chr20	3191821	3194829	616177	DDRGK1, UFBP1, C20orf116, SEMDSH	Spondyloepimetaphyseal dysplasia, Shohat type, 602557 (3), Autosomal recessive	NA	NA	NA
chr20	3325584	3325759	NMD_in	DNAAF9	chr20	3324968	3326196	614146	DNAAF9, C20orf194	NA	NA	NA	NA
chr20	5152376	5152872	NMD_in	CDS2	chr20	5127149	5173522	603549	CDS2	NA	NA	NA	NA
chr20	5552359	5552490	NMD_in	GPCPD1	chr20	5547850	5557944	614124	GPCPD1, GDE5, KIAA1434	NA	NA	NA	NA
chr20	5591838	5591886	NMD_in	GPCPD1	chr20	5586269	5593326	614124	GPCPD1, GDE5, KIAA1434	NA	NA	NA	NA
chr20	9602401	9602551	NMD_in	PAK5	chr20	9580930	9644124	608038	PAK5, PAK7, KIAA1264	NA	NA	NA	NA
chr20	10289379	10289567	NMD_in	SNAP25	chr20	10284772	10293160	600322	SNAP25, CMS18	?Myasthenic syndrome, congenital, 18, 616330 (3), Autosomal dominant	Rare Single Gene Mutation, Genetic Association	2	0
chr20	10292882	10292999	NMD_in	SNAP25	chr20	10284772	10293160	600322	SNAP25, CMS18	?Myasthenic syndrome, congenital, 18, 616330 (3), Autosomal dominant	Rare Single Gene Mutation, Genetic Association	2	0
chr20	10296258	10296456	NMD_in	SNAP25	chr20	10293278	10296924	600322	SNAP25, CMS18	?Myasthenic syndrome, congenital, 18, 616330 (3), Autosomal dominant	Rare Single Gene Mutation, Genetic Association	2	0
chr20	13814418	13814515	NMD_in	NDUFAF5	chr20	13808902	13816462	612360	NDUFAF5, C20orf7, MC1DN16	Mitochondrial complex I deficiency, nuclear type 16, 618238 (3), Autosomal recessive	NA	NA	NA
chr20	17604725	17604933	NMD_in	DSTN	chr20	17604631	17607036	609114	DSTN, ADF	NA	NA	NA	NA
chr20	18183535	18183581	NMD_in	KAT14	chr20	18183298	18184601	617501	KAT14, CRP2BP, CSRP2BP, ATAC2	NA	NA	NA	NA
chr20	19935439	19935607	NMD_in	RIN2	chr20	19935199	19956614	610222	RIN2, MACS	Macrocephaly, alopecia, cutis laxa, and scoliosis, 613075 (3), Autosomal recessive	NA	NA	NA
chr20	20525991	20526081	NMD_in	RALGAPA2	chr20	20524898	20526251	618836	RALGAPA2, AS250, C20orf74	NA	NA	NA	NA
chr20	20680511	20680585	NMD_in	RALGAPA2	chr20	20676288	20680690	618836	RALGAPA2, AS250, C20orf74	NA	NA	NA	NA
chr20	21172867	21173003	NMD_in	KIZ	chr20	21163159	21205490	615757	KIZ, KIZUNA, C20orf19, RP69	Retinitis pigmentosa 69, 615780 (3), Autosomal recessive	Genetic Association, Functional	3	0
chr20	21349083	21349099	NMD_in	XRN2	chr20	21348430	21349388	608851	XRN2	NA	NA	NA	NA
chr20	21365200	21365273	NMD_in	XRN2	chr20	21357792	21365420	608851	XRN2	NA	NA	NA	NA
chr20	21383491	21383527	NMD_in	XRN2	chr20	21382057	21386867	608851	XRN2	NA	NA	NA	NA
chr20	24977563	24977826	NMD_in	APMAP	chr20	24973737	24978766	615884	APMAP, C20orf3, BSCV	NA	NA	NA	NA
chr20	25248803	25248861	NMD_in	PYGB	chr20	25248421	25259236	138550	PYGB	NA	NA	NA	NA
chr20	31539309	31539404	NMD_in	HM13	chr20	31538261	31544946	607106	HM13, SPP	NA	NA	NA	NA
chr20	31946171	31946288	NMD_in	PDRG1	chr20	31945889	31946495	610789	PDRG1, PDRG, C20orf126	NA	NA	NA	NA
chr20	32522938	32523252	NMD_in	NOL4L	chr20	32520922	32527757	618893	NOL4L, C20orf112	NA	NA	NA	NA
chr20	32523947	32524092	NMD_in	NOL4L	chr20	32520922	32527757	618893	NOL4L, C20orf112	NA	NA	NA	NA
chr20	33671004	33671093	NMD_in	NECAB3	chr20	33670792	33672397	612478	NECAB3, EFCBP3, NIP1, APBA2BP, XB51, STIP3	NA	NA	NA	NA
chr20	33673520	33673656	NMD_in	NECAB3	chr20	33672422	33674223	612478	NECAB3, EFCBP3, NIP1, APBA2BP, XB51, STIP3	NA	NA	NA	NA
chr20	34644691	34644866	NMD_in	PIGU	chr20	34644226	34645274	608528	PIGU, CDC91L1, GPIBD21, NEDBSS	Neurodevelopmental disorder with brain anomalies, seizures, and scoliosis, 618590 (3), Autosomal recessive	NA	NA	NA
chr20	34756575	34756620	NMD_in	NCOA6	chr20	34754868	34757219	605299	NCOA6, ASC2, RAP250, NRC, PRIP	NA	NA	NA	NA
chr20	34856623	34856708	NMD_in	GGT7	chr20	34854923	34856805	612342	GGT7, GGTL3, GGTL5, GGT4	NA	NA	NA	NA
chr20	35012598	35012785	NMD_in	TRPC4AP	chr20	35010288	35013007	608430	TRPC4AP, TRUSS	NA	NA	NA	NA
chr20	35246638	35246744	NMD_in	MMP24	chr20	35226984	35246839	604871	MMP25	NA	NA	NA	NA
chr20	35469495	35469665	NMD_in	CEP250	chr20	35467555	35469889	609689	CEP250, CEP2, CNAP1, CRDHL2	Cone-rod dystrophy and hearing loss 2, 618358 (3), Autosomal recessive	NA	NA	NA
chr20	35707940	35707992	NMD_in	RBM39	chr20	35707201	35709223	604739	RBM39, CAPER, RNPC2	NA	NA	NA	NA
chr20	35734186	35734257	NMD_in	RBM39	chr20	35732135	35738967	604739	RBM39, CAPER, RNPC2	NA	NA	NA	NA
chr20	35736513	35736567	NMD_in	RBM39	chr20	35732135	35738967	604739	RBM39, CAPER, RNPC2	NA	NA	NA	NA
chr20	35739393	35739547	NMD_in	RBM39	chr20	35739017	35740823	604739	RBM39, CAPER, RNPC2	NA	NA	NA	NA
chr20	35740525	35740597	NMD_in	RBM39	chr20	35739017	35740823	604739	RBM39, CAPER, RNPC2	NA	NA	NA	NA
chr20	35976248	35976368	NMD_in	CNBD2	chr20	35976002	35980458	NA	NA	NA	NA	NA	NA
chr20	36606397	36606487	NMD_in	RAB5IF	chr20	36606065	36607714	NA	NA	NA	NA	NA	NA
chr20	36661817	36661944	NMD_in	NDRG3	chr20	36660384	36665045	605273	NDRG3	NA	NA	NA	NA
chr20	37715634	37715717	NMD_in	CTNNBL1	chr20	37694152	37732878	611537	CTNNBL1, NAP	NA	NA	NA	NA
chr20	38041254	38041389	NMD_in	RPRD1B	chr20	38040564	38048347	614694	RPRD1B, CREPT	NA	NA	NA	NA
chr20	38568230	38568467	NMD_in	RALGAPB	chr20	38567232	38569887	618833	RALGAPB	NA	Rare Single Gene Mutation	1	0
chr20	38758800	38759018	NMD_in	ACTR5	chr20	38756039	38765401	619730	ACTR5, ARP5	NA	NA	NA	NA
chr20	38998536	38998633	NMD_in	DHX35	chr20	38994880	39001729	NA	NA	NA	NA	NA	NA
chr20	41096826	41097013	NMD_in	TOP1	chr20	41092587	41097219	126420	TOP1	DNA topoisomerase I, camptothecin-resistant (3)	NA	NA	NA
chr20	41138273	41138368	NMD_in	PLCG1	chr20	41137858	41159605	172420	PLCG1, PLC1	NA	NA	NA	NA
chr20	41420067	41420106	NMD_in	CHD6	chr20	41417349	41420507	616114	CHD6, CHD5, RIGB	NA	NA	NA	NA
chr20	41486236	41486339	NMD_in	CHD6	chr20	41484607	41487664	616114	CHD6, CHD5, RIGB	NA	NA	NA	NA
chr20	43459153	43459420	NMD_in	SRSF6	chr20	43458509	43459770	601944	SRSF6, SFRS6, SRp55	NA	NA	NA	NA
chr20	44902898	44903121	NMD_in	YWHAB	chr20	44901833	44903992	601289	YWHAB	NA	NA	NA	NA
chr20	46078974	46079107	NMD_in	NCOA5	chr20	46070536	46079386	616825	NCOA5, CIA	NA	NA	NA	NA
chr20	46378490	46378569	NMD_in	ELMO2	chr20	46375790	46380252	606421	ELMO2, CED12, VMPI	Vascular malformation, primary intraosseous, 606893 (3), Autosomal recessive	NA	NA	NA
chr20	46990565	46990712	NMD_in	EYA2	chr20	46990119	47001427	601654	EYA2	NA	NA	NA	NA
chr20	47355450	47355520	NMD_in	ZMYND8	chr20	47347926	47356656	615713	ZMYND8, PRKCBP1	NA	Rare Single Gene Mutation	1	0
chr20	47356217	47356288	NMD_in	ZMYND8	chr20	47347926	47356656	615713	ZMYND8, PRKCBP1	NA	Rare Single Gene Mutation	1	0
chr20	48667055	48667121	NMD_in	PREX1	chr20	48666355	48676192	606905	PREX1, KIAA1415	NA	Rare Single Gene Mutation, Genetic Association	2	0
chr20	50533676	50533825	NMD_in	PTPN1	chr20	50510590	50561362	176885	PTPN1, PTP1B	{Insulin resistance, susceptibility to}, 125853 (3), Autosomal dominant	NA	NA	NA
chr20	54598616	54598742	NMD_in	DOK5	chr20	54591805	54610387	608334	DOK5	NA	NA	NA	NA
chr20	62659432	62659540	NMD_in	SLCO4A1	chr20	62658767	62660411	612436	SLCO4A1, OATPE, OATP4A1	NA	NA	NA	NA
chr20	63407873	63408029	NMD_in	KCNQ2	chr20	63407375	63408412	602235	KCNQ2, EBN1, DEE7, BFNS1	Developmental and epileptic encephalopathy 7, 613720 (3), Autosomal dominant; Seizures, benign neonatal, 1, 121200 (3), Autosomal dominant; Myokymia, 121200 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	2	0
chr20	63422619	63422709	NMD_in	KCNQ2	chr20	63419672	63424176	602235	KCNQ2, EBN1, DEE7, BFNS1	Developmental and epileptic encephalopathy 7, 613720 (3), Autosomal dominant; Seizures, benign neonatal, 1, 121200 (3), Autosomal dominant; Myokymia, 121200 (3), Autosomal dominant	Rare Single Gene Mutation, Syndromic, Genetic Association, Functional	2	0
chr20	63648951	63649091	NMD_in	STMN3	chr20	63644309	63653326	608362	STMN3, SCLIP	NA	NA	NA	NA
chr20	63768073	63768118	NMD_in	ZBTB46	chr20	63752861	63775677	614639	ZBTB46, BZEL	NA	NA	NA	NA
chr20	63929116	63929199	NMD_in	DNAJC5	chr20	63928452	63929311	611203	DNAJC5, DNAJC5A, CSP, CLN4	Ceroid lipofuscinosis, neuronal, 4 (Kufs type), autosomal dominant, 162350 (3), Autosomal dominant	NA	NA	NA
chr20	63931109	63931182	NMD_in	DNAJC5	chr20	63931022	63931464	611203	DNAJC5, DNAJC5A, CSP, CLN4	Ceroid lipofuscinosis, neuronal, 4 (Kufs type), autosomal dominant, 162350 (3), Autosomal dominant	NA	NA	NA
