HGNC ID	Approved symbol	Previous symbols	Alias symbols	Chromosome	Accession numbers	Alias names	Previous name
HGNC:43790	PRSS3P3		TRY3	7q34			"protease, serine 3 pseudogene 3"
HGNC:43789	PRSS3P4			9p13.3			"protease, serine, 3 pseudogene 4", "protease, serine 3 pseudogene 4"
HGNC:9487	PRSS4		TRY4	reserved			"protease, serine, 4 (trypsin 4, brain)"
HGNC:9488	PRSS5
HGNC:9489	PRSS6
HGNC:9491	PRSS8		CAP1	16p11.2	U33446	"prostasin", "channel-activating serine protease 1"	"protease, serine 8"
HGNC:9492	PRSS9
HGNC:9477	PRSS12		BSSP-3, MRT1	4q26	AJ001531	"neurotrypsin", "motopsin", "brain-specific serine protease 3", "mental retardation, autosomal recessive 1"	"protease, serine 12"
HGNC:9478	PRSS14
HGNC:9480	PRSS16		TSSP	6p22.1	AF052514	"thymus-specific serine protease"	"protease, serine 16"
HGNC:9481	PRSS17
HGNC:13419	PRSS18		Bssp, AI849898, Klk7, neurosin, Klk6	reserved			"protease, serine, 18"
HGNC:9482	PRSS19
HGNC:9484	PRSS20
HGNC:9485	PRSS21		ESP-1, TEST1	16p13.3	AF058300	"testisin"	"protease, serine 21"
HGNC:14368	PRSS22		hBSSP-4, BSSP-4, SP001LA	16p13.3	AF321182	"brain-specific serine protease 4"	"protease, serine 22"
HGNC:14370	PRSS23		SPUVE, SIG13	11q14.2	AF015287		"protease, serine 23"
HGNC:56071	PRSS23-AS1			11q14.2
HGNC:15475	PRSS27		MPN, CAPH2	16p13.3	AB056161	"pancreasin", "marapsin"	"protease, serine 27"
HGNC:17542	PRSS29P		Isp2	16p13.3	AF529082		"protease, serine 29, pseudogene"
HGNC:28753	PRSS30P	TMPRSS8, TMPRSS8P	Disp, MGC5228	16p13.3			"transmembrane protease, serine 8 homolog (mouse), pseudogene", "protease, serine, 30 homolog (mouse), pseudogene"
HGNC:30405	PRSS33		EOS	16p13.3	AF536382		"protease, serine 33"
HGNC:21387	PRSS35	C6orf158	MGC46520, dJ223E3.1	6q14.2	BC037170		"chromosome 6 open reading frame 158", "protease, serine 35"
HGNC:26906	PRSS36		FLJ90661	16p11.2	AK075142	"polyserase 2"	"protease, serine, 36", "protease, serine 36"
HGNC:29211	PRSS37			7q34			"protease, serine 37"
HGNC:29625	PRSS38		MPN2	1q42.13		"marapsin 2"	"protease, serine 38"
HGNC:37319	PRSS40A		TISP43	2q21.1			"serine protease 40A"
HGNC:27164	PRSS40B			2q21.1			"serine protease 40B"
HGNC:30715	PRSS41		TESSP1	16p13.3		"testis serine protease 1"	"protease, serine 41"
HGNC:30716	PRSS42P	PRSS42	TESSP2	3p21.31		"testis serine protease 2"	"protease, serine 42", "serine protease 42"
HGNC:37323	PRSS43P	PRSS43	TESSP3	3p21.31			"protease, serine 43", "serine protease 43"
HGNC:37324	PRSS44P	PRSS44	TESSP4	3p21.31			"protease, serine 44", "serine protease 44"
HGNC:30717	PRSS45P	PRSS45	TESSP5, TESPL	3p21.31		"testis serine protease 5"	"protease, serine 45", "serine protease 45"
HGNC:37325	PRSS46P	PRSS46	TESSP6	3p21.31			"protease, serine 46", "protease, serine 46, pseudogene"
HGNC:37326	PRSS47P	PRSS47		9q22.31			"protease, serine 47", "serine protease 47"
HGNC:24635	PRSS48		ESSPL	4q31.3	BN000134		"protease, serine 48"
HGNC:17910	PRSS50		TSP50, CT20	3p21.31	AF100707	"cancer/testis antigen 20", "testes specific protease 50"	"protease, serine 50"
HGNC:37321	PRSS51			8p23.1			"protease, serine 51"
HGNC:37322	PRSS52P			8p23.1			"protease, serine 52, pseudogene"
HGNC:34407	PRSS53		POL3S	16p11.2		"polyserase 3"	"protease, serine 53"
HGNC:26336	PRSS54		FLJ25339, KLKBL4, CT67	16q21	AK058068	"cancer/testis antigen 67"	"protease, serine 54"
HGNC:30824	PRSS55		T-SP1, UNQ9391, CT153	8p23.1	AY358867		"protease, serine 55"
HGNC:39433	PRSS56			2q37.1			"protease, serine 56"
HGNC:31397	PRSS57	PRSSL1	UNQ782	19p13.3	AY358594		"protease, serine-like 1", "protease, serine 57"
HGNC:39125	PRSS58		TRYX3	7q34		"trypsin X3"	"protease, serine 58"
HGNC:43791	PRSS59P		TRY2P, Tryx5	7q34
HGNC:9493	PRSSL1
HGNC:23333	PRTFDC1		HHGP	10p12.1	AF226056
HGNC:26373	PRTG		FLJ25756, IGDCC5	15q21.3	AK098622	"immunoglobulin superfamily, DCC subclass, member 5"	"protogenin homolog (Gallus gallus)"
HGNC:9494	PRTH			reserved
HGNC:9495	PRTN3		PR-3, ACPA, C-ANCA, AGP7, MBT, P29	19p13.3		"myeloblastin", "serine proteinase, neutrophil", "Wegener granulomatosis autoantigen"
HGNC:9496	PRTS	MRXS1		Xpter-p21			"Partington X-linked mental retardation syndrome"
HGNC:13420	PRUNE1	PRUNE	DRES-17, HTCD37, H-PRUNE	1q21.3	U67085		"prune homolog (Drosophila)"
HGNC:25209	PRUNE2	C9orf65, KIAA0367	BMCC1, BNIPXL, A214N16.3, bA214N16.3	9q21.2	BC019095	"olfaxin"	"chromosome 9 open reading frame 65", "KIAA0367", "prune homolog 2 (Drosophila)", "prune homolog 2"
HGNC:39723	PRUNEP1			13q12.13			"prune homolog (Drosophila) pseudogene 1"
HGNC:13797	PRX		KIAA1620	19q13.2	AB046840
HGNC:28651	PRXL2A	C10orf58, FAM213A	MGC4248, PAMM, Adrx	10q23.1	AF086462	"peroxiredoxin-like 2 activated in M-CSF stimulated monocytes", "Adiporedoxin"	"chromosome 10 open reading frame 58", "family with sequence similarity 213, member A"
HGNC:52407	PRXL2AP1	FAM213AP1		12q21.2			"family with sequence similarity 213 member A pseudogene 1"
HGNC:52408	PRXL2AP2	FAM213AP2		8q21.11			"family with sequence similarity 213 member A pseudogene 2"
HGNC:28390	PRXL2B	C1orf93, FAM213B	MGC26818	1p36.32	AK075273	"prostamide/prostaglandin F synthase", "thioredoxin-type PGF synthase"	"chromosome 1 open reading frame 93", "family with sequence similarity 213, member B"
HGNC:16881	PRXL2C	C9orf21, AAED1		9q22.33	BK000255		"chromosome 9 open reading frame 21", "AhpC/TSA antioxidant enzyme domain containing 1"
HGNC:54977	PRXL2CP1			Xq11.2
HGNC:14024	PRY		PTPN13LY, PRY1	Yq11.223	AF000988		"PTPN13-like, Y-linked"
HGNC:21504	PRY2		PTPN13LY2	Yq11.223			"PTPN13-like, Y-linked 2"
HGNC:34018	PRYP1	PRYP7, PRY4P		Yq11.222			"PTPN13-like, Y-linked pseudogene 7", "PTPN13-like, Y-linked 4, pseudogene", "PTPN13-like, Y-linked pseudogene 1"
HGNC:34019	PRYP2			Yq11.222			"PTPN13-like, Y-linked pseudogene 2"
HGNC:34020	PRYP3			Yq11.223			"PTPN13-like, Y-linked pseudogene 3"
HGNC:34021	PRYP4			Yq11.23			"PTPN13-like, Y-linked pseudogene 4"
HGNC:38785	PRYP5			Yq11.222			"PTPN13-like, Y-linked pseudogene 5"
HGNC:38786	PRYP6			Yq11.222			"PTPN13-like, Y-linked pseudogene 6"
HGNC:38417	PRYP7	PRY4P		Yq11.222			"PTPN13-like, Y-linked 4, pseudogene"
HGNC:9497	PSACH
HGNC:9498	PSAP	SAP1, GLBA, SAP2		10q22.1	BC004275	"variant Gaucher disease and variant metachromatic leukodystrophy", "saposin-A", "saposin-B", "saposin-C", "saposin-D"	"sphingolipid activator protein-1", "sphingolipid activator protein-2"
HGNC:33131	PSAPL1			4p16.1	DQ991252		"prosaposin-like 1", "prosaposin like 1 (gene/pseudogene)"
HGNC:19129	PSAT1		PSA, PSAT	9q21.2	BC004863	"phosphoserine transaminase"
HGNC:15785	PSAT1P1	C8orf62		8q11.21		"similar to phosphoserine aminotransferase isoform 1"	"chromosome 8 open reading frame 62"
HGNC:43988	PSAT1P2			2p15
HGNC:43989	PSAT1P3			1p31.1
HGNC:43990	PSAT1P4			3q26.1
HGNC:9499	PSBP1			reserved			"prostatic steroid-binding protein 1"
HGNC:9500	PSCA		lncPSCA	8q24.3	AF043498
HGNC:9503	PSCD2L	PSCD2L	cts18.1, Sec7p-like	19q13			"pleckstrin homology, Sec7 and coiled/coil domains 2-like", "pleckstrin homology, Sec7 and coiled-coil domains 2-like"
HGNC:9507	PSD		KIAA2011, TYL, PSD1, EFA6A, EFA6	10q24.32	X99688		"pleckstrin and Sec7 domain protein"
HGNC:19092	PSD2		DKFZp761B0514, EFA6C	5q31.2	AL136559
HGNC:52765	PSD2-AS1			5q31.2
HGNC:19093	PSD3		KIAA0942, HCA67, EFA6R, DKFZp761K1423, EFA6D	8p22	AF243495
HGNC:19096	PSD4		TIC, EFA6B	2q14.1	U63127
HGNC:9508	PSEN1	AD3	FAD, S182, PS1	14q24.2	AJ008005		"Alzheimer disease 3"
HGNC:9509	PSEN2	AD4	AD3L, STM2, PS2	1q42.13	BC006365		"Alzheimer disease 4"
HGNC:30100	PSENEN		PEN2	19q13.12	AF220053		"presenilin enhancer 2 homolog (C. elegans)"
HGNC:9510	PSF1
HGNC:9511	PSF2
HGNC:9512	PSF3
HGNC:9513	PSF4
HGNC:9514	PSG1	PSBG1	PSGGA, CD66f, PBG1	19q13.2
HGNC:9519	PSG2	PSBG2	PSGGB, PSG1, CEA	19q13.31		"pregnancy-specific beta-1 glycoprotein", "pregnancy-specific beta-1-glycoprotein 7", "carcinoembryonic antigen SG8"
HGNC:9520	PSG3			19q13.2
HGNC:9521	PSG4			19q13.31		"pregnancy-specific beta-1-glycoprotein 4"
HGNC:9522	PSG5		FL-NCA-3, PSG	19q13.31		"pregnancy-specific beta-1 glycoprotein", "pregnancy-specific beta 1 glycoprotein"
HGNC:9523	PSG6			19q13.31
HGNC:9524	PSG7			19q13.31			"pregnancy specific beta-1-glycoprotein 7 (gene/pseudogene)"
HGNC:9525	PSG8			19q13.2	M74106
HGNC:52550	PSG8-AS1			19q13.2
HGNC:9526	PSG9	PSG11	PSGII	19q13.31	M34481
HGNC:9515	PSG10P	PSG12, PSG10		19q13.2	L14724	"pregnancy specific beta-1-glycoprotein 12", "pregnancy specific beta-1-glycoprotein 120"	"pregnancy specific beta-1-glycoprotein 10"
HGNC:9516	PSG11	PSG13, PSG14	MGC22484	19q13.31	U25988	"pregnancy specific beta-1-glycoprotein 13"
HGNC:9517	PSG12
HGNC:9518	PSG13
HGNC:9527	PSIP1	PSIP2	p52, LEDGF, p75, DFS70	9p22.3	AF098482	"lens epithelium-derived growth factor"	"PC4 and SFRS1 interacting protein 2"
HGNC:31132	PSIP1P1	PSIP1P		9p22.3	AL592293		"PC4 and SFRS1 interacting protein 1 pseudogene"
HGNC:23968	PSIP1P2			Yq11
HGNC:9528	PSIP2		p75, LEDGF	9			"PC4 and SFRS1 interacting protein 2"
HGNC:9529	PSKH1			16q22.1	M14504
HGNC:18997	PSKH2			8q21.3	AY037806
HGNC:54405	PSLNR		LA16c-83F12.6	22q11.1		"prostate-specific lncRNA"
HGNC:9530	PSMA1		HC2, NU, PROS30, MGC14542, MGC14575, MGC14751, MGC1667, MGC21459, MGC22853, MGC23915	11p15.2	X61969	"proteasome subunit α6"	"proteasome (prosome, macropain) subunit, alpha type, 1", "proteasome subunit alpha 1"
HGNC:55003	PSMA1P1			Xq21.1
HGNC:9531	PSMA2		MU, HC3, PMSA2	7p14.1	D00760		"proteasome (prosome, macropain) subunit, alpha type, 2", "proteasome subunit alpha 2"
HGNC:43832	PSMA2P1			11q14.2			"proteasome (prosome, macropain) subunit, alpha type, 2 pseudogene 1"
HGNC:43833	PSMA2P2			8q22.1			"proteasome (prosome, macropain) subunit, alpha type, 2 pseudogene 2"
HGNC:43834	PSMA2P3		PSMA2L	2q33.1			"proteasome (prosome, macropain) subunit, alpha type, 2 pseudogene 3"
HGNC:9532	PSMA3		HC8	14q23.1		"proteasome subunit α7"	"proteasome (prosome, macropain) subunit, alpha type, 3", "proteasome subunit alpha 3"
HGNC:26445	PSMA3-AS1		FLJ31306	14q23.1
HGNC:20029	PSMA3P1	PSMA3P		14q23.1			"proteasome (prosome, macropain) subunit, alpha type, 3 pseudogene"
HGNC:9533	PSMA4		HC9, HsT17706	15q25.1	BC005361	"proteasome subunit α3"	"proteasome (prosome, macropain) subunit, alpha type, 4", "proteasome subunit alpha 4"
HGNC:9534	PSMA5		ZETA	1p13.3	X61970		"proteasome (prosome, macropain) subunit, alpha type, 5", "proteasome subunit alpha 5"
HGNC:54966	PSMA5P1			Xp11.21
HGNC:9535	PSMA6		IOTA, PROS27, p27K, MGC22756, MGC2333, MGC23846	14q13.2	X59417	"proteasome subunit α1"	"proteasome (prosome, macropain) subunit, alpha type, 6", "proteasome subunit alpha 6"
HGNC:17460	PSMA6P1	PSMA6P	PSMA6-LIKE, PSMA6Y	Yq11.221	AC010877		"proteasome (prosome, macropain) subunit, alpha type, 6 pseudogene", "proteasome (prosome, macropain) subunit, alpha type, 6 pseudogene 1"
HGNC:39607	PSMA6P2			Xp22.2			"proteasome (prosome, macropain) subunit, alpha type, 6 pseudogene 2"
HGNC:39608	PSMA6P3			21q22.3			"proteasome (prosome, macropain) subunit, alpha type, 6 pseudogene 3"
HGNC:39609	PSMA6P4			13q32.1			"proteasome (prosome, macropain) subunit, alpha type, 6 pseudogene 4"
HGNC:9536	PSMA7		XAPC7, C6, HSPC, RC6-1	20q13.33	AF022815	"proteasome subunit XAPC7", "proteasome subunit RC6-1", "proteasome subunit α4"	"proteasome (prosome, macropain) subunit, alpha type, 7", "proteasome subunit alpha 7"
HGNC:20631	PSMA7P1	PSMA7P		9q22.31	AL354861		"proteasome (prosome, macropain) subunit, alpha type, 7 pseudogene"
HGNC:22985	PSMA8		MGC26605, PSMA7L	18q11.2	BC047355		"proteasome (prosome, macropain) subunit, alpha type, 8", "proteasome subunit alpha 8"
HGNC:9537	PSMB1		PMSB1, HC5	6q27	D00761	"proteasome subunit β6"	"proteasome (prosome, macropain) subunit, beta type, 1", "proteasome subunit beta 1"
HGNC:9539	PSMB2		HC7-I	1p34.3	D26599	"proteasome subunit β4"	"proteasome (prosome, macropain) subunit, beta type, 2", "proteasome subunit beta 2"
HGNC:9540	PSMB3		HC10-II, MGC4147	17q12	BC013008		"proteasome (prosome, macropain) subunit, beta type, 3", "proteasome subunit beta 3"
HGNC:20633	PSMB3P1	PSMB3P		12q13.2	AC009779		"proteasome (prosome, macropain) subunit, beta type, 3 pseudogene"
HGNC:30150	PSMB3P2			2q35			"proteasome (prosome, macropain) subunit, beta type, 3 pseudogene 2"
HGNC:9541	PSMB4		HN3, PROS26	1q21.3	D26600	"proteasome subunit β7"	"proteasome (prosome, macropain) subunit, beta type, 4", "proteasome subunit beta 4"
HGNC:9542	PSMB5		MB1	14q11.2	D29011	"proteasome subunit X"	"proteasome (prosome, macropain) subunit, beta type, 5", "proteasome subunit beta 5"
HGNC:9543	PSMB6		Y, DELTA	17p13.2	BC000835	"proteasome subunit β1"	"proteasome (prosome, macropain) subunit, beta type, 6", "proteasome subunit beta 6"
HGNC:9544	PSMB7		Z	9q33.3	AJ420455	"proteasome subunit β2"	"proteasome (prosome, macropain) subunit, beta type, 7", "proteasome subunit beta 7"
HGNC:49192	PSMB7P1			14q11.2
HGNC:9545	PSMB8	LMP7	RING10, D6S216E, PSMB5i, beta5i	6p21.32		"proteasome subunit β5i"	"proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional protease 7)", "large multifunctional peptidase 7", "proteasome (prosome, macropain) subunit, beta type, 8", "proteasome subunit beta 8"
HGNC:39758	PSMB8-AS1	TAPSAR1	XXbac-BPG246D15.8, TAP1-AS1	6p21.32			"TAP1 and PSMB8 antisense RNA 1"
HGNC:9546	PSMB9	LMP2	RING12, beta1i, PSMB6i	6p21.32		"proteasome subunit β1i"	"proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional protease 2)", "large multifunctional peptidase 2", "proteasome (prosome, macropain) subunit, beta type, 9", "proteasome subunit beta 9"
HGNC:9538	PSMB10	MECL1	LMP10, MGC1665, beta2i	16q22.1	Y13640	"proteasome subunit β2i"	"proteasome (prosome, macropain) subunit, beta type, 10", "proteasome subunit beta 10"
HGNC:31963	PSMB11		beta5t	14q11.2			"proteasome (prosome, macropain) subunit, beta type, 11"
HGNC:9547	PSMC1		S4, p56, RPT2	14q32.11	L02426		"proteasome (prosome, macropain) 26S subunit, ATPase, 1"
HGNC:30147	PSMC1P1	PSMC1P	bcm3415	3p14.1			"proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene", "proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene 1"
HGNC:39777	PSMC1P2			7p15.2			"proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene 2"
HGNC:39778	PSMC1P3			7q33			"proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene 3"
HGNC:39779	PSMC1P4			5q11.2			"proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene 4"
HGNC:39780	PSMC1P5			5q21.3			"proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene 5"
HGNC:39781	PSMC1P6			3p11.2			"proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene 6"
HGNC:39782	PSMC1P7			3q26.1			"proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene 7"
HGNC:39783	PSMC1P8			12p12.3			"proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene 8"
HGNC:39784	PSMC1P9			12p12.3			"proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene 9"
HGNC:39785	PSMC1P10			2p24.2			"proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene 10"
HGNC:39786	PSMC1P11			6p25.1			"proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene 11"
HGNC:39787	PSMC1P12			1p12			"proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene 12"
HGNC:39788	PSMC1P13			13q21.33			"proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene 13"
HGNC:9548	PSMC2		MSS1, S7, Nbla10058, RPT1	7q22.1	D11094	"proteasome 26S subunit, ATPase, 2", "mammalian suppressor of sgv-1 of yeast", "protease 26S subunit 7", "putative protein product of Nbla10058"	"proteasome (prosome, macropain) 26S subunit, ATPase, 2"
HGNC:54571	PSMC2P1			3q22.1
HGNC:54573	PSMC2P2			8q21.2
HGNC:9549	PSMC3		TBP1, TBP-1, RPT5	11p11.2	M34079	"Tat-binding protein-1"	"proteasome (prosome, macropain) 26S subunit, ATPase, 3"
HGNC:17928	PSMC3IP		TBPIP, GT198, HUMGT198A, Hop2	17q21.2	AB030304, BC008792	"TBP-1 interacting protein", "homologous-pairing protein 2 homolog"
HGNC:9550	PSMC3P1	PSMC3P		9p			"proteasome (prosome, macropain) 26S subunit, ATPase, 3 pseudogene"
HGNC:9551	PSMC4	MIP224	TBP7, S6, MGC8570, MGC13687, MGC23214, TBP-7, RPT3	19q13.11-q13.13	U27515	"protease 26S subunit 6", "Tat-binding protein 7", "MB67 interacting protein"	"proteasome (prosome, macropain) 26S subunit, ATPase, 4"
HGNC:9552	PSMC5		SUG1, p45/SUG, TBP10, p45, S8, TRIP1, SUG-1, RPT6	17q23.3	L38810		"proteasome (prosome, macropain) 26S subunit, ATPase, 5"
HGNC:9553	PSMC6		p42, RPT5	14q22.1			"proteasome (prosome, macropain) 26S subunit, ATPase, 6"
HGNC:20634	PSMC6P1	PSMC6P		8q12.1			"proteasome (prosome, macropain) 26S subunit, ATPase, 6 pseudogene"
HGNC:30149	PSMC6P2			12q15
HGNC:34012	PSMC6P3			5p13.3
HGNC:9554	PSMD1		S1, P112, Rpn2	2q37.1	D44466		"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1"
HGNC:9559	PSMD2		S2, P97, TRAP2, MGC14274, Rpn1	3q27.1	AK095245		"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2", "proteasome 26S subunit, non-ATPase 2"
HGNC:30154	PSMD2P1			1q43
HGNC:9560	PSMD3	TSTA2	S3, P58, Rpn3	17q21.1	D67025		"tissue specific transplantation antigen 2", "proteasome (prosome, macropain) 26S subunit, non-ATPase, 3"
HGNC:9561	PSMD4		S5A, AF-1, AF, Rpn10	1q21.3	U51007		"proteasome (prosome, macropain) 26S subunit, non-ATPase, 4", "proteasome 26S subunit, non-ATPase 4"
HGNC:9562	PSMD4P1	PSMD4P, PSMD15		21q22.13			"proteasome (prosome, macropain) 26S subunit, non-ATPase, 4, pseudogene", "proteasome (prosome, macropain) 26S subunit, non-ATPase, 15", "proteasome (prosome, macropain) 26S subunit, non-ATPase, 4 pseudogene 1"
HGNC:9563	PSMD5		S5B, KIAA0072	9q33.2	AK001065		"proteasome (prosome, macropain) 26S subunit, non-ATPase, 5"
HGNC:9564	PSMD6		S10, p44S10, KIAA0107, Rpn7	3p14.1	AF215935		"proteasome (prosome, macropain) 26S subunit, non-ATPase, 6"
HGNC:40480	PSMD6-AS1		ENST00000462717, lnc00462717	3p14.1
HGNC:44125	PSMD6-AS2			3p14.1	AK023371		"PSMD6 antisense RNA 2 (non-protein coding)"
HGNC:9565	PSMD7		S12, P40, MOV34, Rpn8	16q23.1	D50063	"Mov34 homolog"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 (Mov34 homolog)", "proteasome (prosome, macropain) 26S subunit, non-ATPase, 7"
HGNC:53056	PSMD7-DT			16q23.1
HGNC:7202	PSMD7P1	MOV34L, PSMD7L		17q24.1			"Moloney leukemia virus 34 proviral integration homolog-like", "proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 like", "proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 pseudogene 1"
HGNC:9566	PSMD8		S14, Nin1p, p31, HIP6, HYPF, Rpn12	19q13.2	D38047		"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8"
HGNC:34013	PSMD8P1			1q21.3
HGNC:9567	PSMD9		p27, Rpn4	12q24.31	AB003177		"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9"
HGNC:9555	PSMD10		p28	Xq22.3	AB009619	"gankyrin"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 10"
HGNC:16602	PSMD10P1	PSMD10P	dJ914P20.4	20q13.13	AL034553		"proteasome (prosome, macropain) 26S subunit, non-ATPase, 10 pseudogene"
HGNC:30151	PSMD10P2			3q27.3
HGNC:30152	PSMD10P3			13q22.1
HGNC:9556	PSMD11		S9, p44.5, MGC3844, Rpn6	17q11.2	AB003102		"proteasome (prosome, macropain) 26S subunit, non-ATPase, 11"
HGNC:9557	PSMD12		p55, Rpn5	17q24.2	AB003103		"proteasome (prosome, macropain) 26S subunit, non-ATPase, 12"
HGNC:30153	PSMD12P1	PSMD12P		3p13			"proteasome 26S subunit, non-ATPase, 12 pseudogene"
HGNC:9558	PSMD13		p40.5, Rpn9	11p15.5	AB009398		"proteasome (prosome, macropain) 26S subunit, non-ATPase, 13"
HGNC:16889	PSMD14		POH1, pad1, Rpn11	2q24.2	U86782		"proteasome (prosome, macropain) 26S subunit, non-ATPase, 14"
HGNC:56104	PSMD14-DT			2q24.2
HGNC:54533	PSMD14P1			2q14.3
HGNC:9568	PSME1		IFI5111, PA28alpha	14q12			"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)"
HGNC:9569	PSME2		PA28beta	14q12			"proteasome (prosome, macropain) activator subunit 2 (PA28 beta)"
HGNC:20632	PSME2P1	PSME2P		5q15	AC116347		"proteasome (prosome, macropain) activator subunit 2 pseudogene"
HGNC:30160	PSME2P2			13q14.2
HGNC:30156	PSME2P3			4q32.1
HGNC:30157	PSME2P4			4p14
HGNC:30158	PSME2P5			8p21.2
HGNC:30159	PSME2P6			10p12.31
HGNC:9570	PSME3		Ki, PA28-gamma, REG-GAMMA, PA28G	17q21.31	U11292		"proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)"
HGNC:29856	PSME3IP1	C16orf94, FAM192A	NIP30, PIP30	16q13		"NEFA interacting nuclear protein NIP30", "PA28G interacting protein 30kDa", "PSME3 interacting protein 30kDa"	"chromosome 16 open reading frame 94", "family with sequence similarity 192 member A"
HGNC:20635	PSME4		PA200, KIAA0077	2p16.2	D38521		"proteasome (prosome, macropain) activator subunit 4"
HGNC:9571	PSMF1		PI31	20p13	D88378	"proteasome inhibitor hP131 subunit"	"proteasome (prosome, macropain) inhibitor subunit 1 (PI31)"
HGNC:3043	PSMG1	DSCR2	c21-LRP, LRPC21, PAC1	21q22.2	AJ006291		"Down syndrome critical region gene 2", "proteasome (prosome, macropain) assembly chaperone 1"
HGNC:24929	PSMG2	TNFSF5IP1	HCCA3, MDS003, MGC15092, CLAST3, HsT1707, PAC2	18p11.21	AF276707	"hepatocellular carcinoma susceptibility protein", "CD40 ligand-activated specific transcript 3"	"tumor necrosis factor superfamily, member 5-induced protein 1", "proteasome (prosome, macropain) assembly chaperone 2"
HGNC:22420	PSMG3	C7orf48	MGC10911, PAC3	7p22.3	BC027171		"chromosome 7 open reading frame 48", "proteasome (prosome, macropain) assembly chaperone 3"
HGNC:22230	PSMG3-AS1		KIAA1908	7p22.3
HGNC:21108	PSMG4	C6orf86	PAC4	6p25.2			"chromosome 6 open reading frame 86", "proteasome (prosome, macropain) assembly chaperone 4"
HGNC:9572	PSOR1
HGNC:9573	PSORS1			6p21
HGNC:17202	PSORS1C1	C6orf16	SEEK1	6p21.33	AB031479		"chromosome 6 open reading frame 16"
HGNC:17199	PSORS1C2	C6orf17	SPR1	6p21.33	AB031480		"chromosome 6 open reading frame 17"
HGNC:17203	PSORS1C3		NCRNA00196	6p21.33		"non-protein coding RNA 196"	"psoriasis susceptibility 1 candidate 3", "psoriasis susceptibility 1 candidate 3 (non-protein coding)"
HGNC:9574	PSORS2			17q
HGNC:9575	PSORS3			4q
HGNC:17275	PSORS4			1q21
HGNC:17953	PSORS5			3q21
HGNC:33483	PSORS6			19p13
HGNC:14207	PSORS7			1p
HGNC:17322	PSORS8			16q
HGNC:31013	PSORS9			4q31-q34
HGNC:31919	PSORS10			18p11.23
HGNC:9576	PSP
HGNC:20320	PSPC1		PSP1, FLJ10955	13q12.11	AK001817
HGNC:40915	PSPC1-AS1			13q12.11			"PSPC1 antisense RNA 1 (non-protein coding)"
HGNC:52951	PSPC1-AS2		RP11-523H24.3	13q12.11
HGNC:42702	PSPC1-OT1			13q12.11
HGNC:42033	PSPC1P1			13q12.11
HGNC:42643	PSPC1P2			13q12.12
HGNC:9577	PSPH	PSP		7p11.2	Y10275
HGNC:9578	PSPHP1	PSPHL	CO9	7p11.2	AJ001612	"L-3-phosphoserine-phosphatase homolog"	"phosphoserine phosphatase-like"
HGNC:9579	PSPN		PSP	19p13.3	AF040962
HGNC:24472	PSRC1		DDA3	1p13.3		"differential display and activated by p53"	"proline/serine-rich coiled-coil 1"
HGNC:28578	PSTK	C10orf89	MGC35392	10q26.13	AK127173	"L-seryl-tRNA(Sec) kinase", "O-phosphoseryl-tRNA(Sec) kinase"	"chromosome 10 open reading frame 89"
HGNC:9580	PSTPIP1		PSTPIP, CD2BP1L, CD2BP1, CD2BP1S, H-PIP, PAPAS	15q24.3	U94778	"CD2 cytoplasmic tail-binding protein", "CD2 antigen-binding protein 1", "PEST phosphatase-interacting protein 1"
HGNC:9581	PSTPIP2			18q21.1
HGNC:9582	PTAFR			1p35.3	BC063000
HGNC:30449	PTAR1			9q21.12	BC053622
HGNC:9583	PTBP1	PTB	HNRPI, HNRNP-I, PTB2, PTB3, PTB-1, PTB4, pPTB	19p13.3	X60648	"heterogeneous nuclear ribonucleoprotein I"	"polypyrimidine tract binding protein (heterogeneous nuclear ribonucleoprotein I)"
HGNC:20030	PTBP1P			14q23.3
